chr14	23881912	23881944	MYH7	1
chr14	23881944	23881973	MYH7	3
chr14	23881973	23881983	MYH7	4
chr14	23881983	23881992	MYH7	5
chr14	23881992	23881994	MYH7	10
chr14	23881994	23881997	MYH7	13
chr14	23881997	23881999	MYH7	15
chr14	23881999	23882002	MYH7	16
chr14	23882002	23882004	MYH7	19
chr14	23882004	23882009	MYH7	29
chr14	23882009	23882013	MYH7	36
chr14	23882013	23882016	MYH7	35
chr14	23882016	23882017	MYH7	36
chr14	23882017	23882018	MYH7	39
chr14	23882018	23882020	MYH7	40
chr14	23882020	23882021	MYH7	41
chr14	23882021	23882028	MYH7	42
chr14	23882028	23882029	MYH7	43
chr14	23882029	23882030	MYH7	68
chr14	23882030	23882031	MYH7	75
chr14	23882031	23882032	MYH7	76
chr14	23882032	23882034	MYH7	77
chr14	23882034	23882037	MYH7	87
chr14	23882037	23882039	MYH7	92
chr14	23882039	23882042	MYH7	93
chr14	23882042	23882044	MYH7	99
chr14	23882044	23882045	MYH7	116
chr14	23882045	23882046	MYH7	115
chr14	23882046	23882048	MYH7	117
chr14	23882048	23882049	MYH7	118
chr14	23882049	23882051	MYH7	125
chr14	23882051	23882052	MYH7	128
chr14	23882052	23882053	MYH7	129
chr14	23882053	23882054	MYH7	133
chr14	23882054	23882055	MYH7	138
chr14	23882055	23882058	MYH7	142
chr14	23882058	23882059	MYH7	143
chr14	23882059	23882060	MYH7	148
chr14	23882060	23882061	MYH7	155
chr14	23882061	23882062	MYH7	157
chr14	23882062	23882064	MYH7	162
chr14	23882064	23882065	MYH7	163
chr14	23882065	23882066	MYH7	170
chr14	23882066	23882067	MYH7	174
chr14	23882067	23882068	MYH7	175
chr14	23882068	23882071	MYH7	176
chr14	23882071	23882073	MYH7	180
chr14	23882073	23882074	MYH7	178
chr14	23882074	23882077	MYH7	177
chr14	23882077	23882078	MYH7	175
chr14	23882078	23882079	MYH7	177
chr14	23882079	23882080	MYH7	178
chr14	23882080	23882081	MYH7	176
chr14	23882081	23882082	MYH7	175
chr14	23882082	23882083	MYH7	179
chr14	23882083	23882084	MYH7	180
chr14	23882084	23882086	MYH7	179
chr14	23882086	23882089	MYH7	181
chr14	23882089	23882093	MYH7	179
chr14	23882093	23882094	MYH7	176
chr14	23882094	23882100	MYH7	173
chr14	23882944	23882948	MYH7	62
chr14	23882948	23882949	MYH7	72
chr14	23882949	23882953	MYH7	75
chr14	23882953	23882954	MYH7	76
chr14	23882954	23882959	MYH7	78
chr14	23882959	23882960	MYH7	79
chr14	23882960	23882961	MYH7	77
chr14	23882961	23882962	MYH7	82
chr14	23882962	23882964	MYH7	91
chr14	23882964	23882965	MYH7	90
chr14	23882965	23882966	MYH7	89
chr14	23882966	23882970	MYH7	97
