chr1	201328208	1
chr1	201328209	2
chr1	201328210	2
chr1	201328211	2
chr1	201328212	2
chr1	201328213	2
chr1	201328214	4
chr1	201328215	4
chr1	201328216	4
chr1	201328217	4
chr1	201328218	4
chr1	201328219	5
chr1	201328220	5
chr1	201328221	5
chr1	201328222	5
chr1	201328223	5
chr1	201328224	5
chr1	201328225	5
chr1	201328226	5
chr1	201328227	5
chr1	201328228	5
chr1	201328229	5
chr1	201328230	5
chr1	201328231	5
chr1	201328232	5
chr1	201328233	5
chr1	201328234	5
chr1	201328235	5
chr1	201328236	5
chr1	201328237	5
chr1	201328238	5
chr1	201328239	5
chr1	201328240	5
chr1	201328241	5
chr1	201328242	8
chr1	201328243	8
chr1	201328244	8
chr1	201328245	8
chr1	201328246	8
chr1	201328247	8
chr1	201328248	8
chr1	201328249	8
chr1	201328250	8
chr1	201328251	8
chr1	201328252	12
chr1	201328253	12
chr1	201328254	12
chr1	201328255	12
chr1	201328256	12
chr1	201328257	12
chr1	201328258	12
chr1	201328259	12
chr1	201328260	12
chr1	201328261	12
chr1	201328262	12
chr1	201328263	12
chr1	201328264	14
chr1	201328265	14
chr1	201328266	14
chr1	201328267	14
chr1	201328268	16
chr1	201328269	16
chr1	201328270	16
chr1	201328271	18
chr1	201328272	18
chr1	201328273	18
chr1	201328274	18
chr1	201328275	18
chr1	201328276	18
chr1	201328277	18
chr1	201328278	18
chr1	201328279	23
chr1	201328280	23
chr1	201328281	23
chr1	201328282	23
chr1	201328283	23
chr1	201328284	23
chr1	201328285	24
chr1	201328286	26
chr1	201328287	26
chr1	201328288	26
chr1	201328289	26
chr1	201328290	27
chr1	201328291	27
chr1	201328292	27
chr1	201328293	27
chr1	201328294	27
chr1	201328295	27
chr1	201328296	28
chr1	201328297	28
chr1	201328298	28
chr1	201328299	28
chr1	201328300	28
chr1	201328301	28
chr1	201328302	28
chr1	201328303	28
chr1	201328304	28
chr1	201328305	28
chr1	201328306	28
chr1	201328307	30
chr1	201328308	30
chr1	201328309	29
chr1	201328310	28
chr1	201328311	28
chr1	201328312	34
chr1	201328313	36
chr1	201328314	36
chr1	201328315	34
chr1	201328316	34
chr1	201328317	35
chr1	201328318	36
chr1	201328319	36
chr1	201328320	35
chr1	201328321	35
chr1	201328322	36
chr1	201328323	36
chr1	201328324	36
chr1	201328325	36
chr1	201328326	37
chr1	201328327	37
chr1	201328328	35
chr1	201328329	38
chr1	201328330	38
chr1	201328331	38
chr1	201328332	38
chr1	201328333	39
chr1	201328334	50
chr1	201328335	53
chr1	201328336	53
chr1	201328337	51
chr1	201328338	51
chr1	201328339	51
chr1	201328340	51
chr1	201328341	51
chr1	201328342	51
chr1	201328343	48
chr1	201328344	48
chr1	201328345	48
chr1	201328346	50
chr1	201328347	50
chr1	201328348	52
chr1	201328349	54
chr1	201328350	54
chr1	201328351	54
chr1	201328352	54
chr1	201328353	50
chr1	201328354	50
chr1	201328355	54
chr1	201328356	57
chr1	201328357	57
chr1	201328358	57
chr1	201328359	57
chr1	201328360	57
chr1	201328361	57
chr1	201328362	57
chr1	201328363	59
chr1	201328364	57
chr1	201328365	51
chr1	201328366	52
chr1	201328367	52
chr1	201328368	50
chr1	201328369	50
chr1	201328370	50
chr1	201328371	45
chr1	201328372	45
chr1	201328373	46
chr1	201328374	46
chr1	201328375	46
chr1	201328376	46
chr1	201328377	47
chr1	201328378	47
chr1	201328379	47
chr1	201328380	49
chr1	201328381	49
chr1	201328382	49
chr1	201328383	51
chr1	201328384	50
chr1	201328385	50
chr1	201328386	50
chr1	201328387	50
chr1	201328388	50
chr1	201328389	50
chr1	201328390	50
chr1	201328391	49
chr1	201328392	49
chr1	201328393	49
chr1	201328394	49
chr1	201328395	49
chr1	201328396	49
chr1	201328397	46
chr1	201328398	46
chr1	201328399	46
chr1	201328400	46
chr1	201328401	46
chr1	201328402	46
chr1	201328729	46
chr1	201328730	46
chr1	201328731	51
chr1	201328732	51
chr1	201328733	51
chr1	201328734	51
chr1	201328735	57
chr1	201328736	59
chr1	201328737	60
chr1	201328738	60
chr1	201328739	60
chr1	201328740	60
chr1	201328741	60
chr1	201328742	64
chr1	201328743	81
chr1	201328744	81
chr1	201328745	86
chr1	201328746	86
chr1	201328747	87
chr1	201328748	87
chr1	201328749	89
chr1	201328750	91
chr1	201328751	94
chr1	201328752	94
chr1	201328753	94
chr1	201328754	94
chr1	201328755	93
chr1	201328756	93
chr1	201328757	98
chr1	201328758	98
chr1	201328759	98
chr1	201328760	98
chr1	201328761	101
chr1	201328762	109
chr1	201328763	110
chr1	201328764	110
chr1	201328765	111
chr1	201328766	113
chr1	201328767	111
chr1	201328768	110
chr1	201328769	110
chr1	201328770	114
chr1	201328771	113
chr1	201328772	111
chr1	201328773	117
chr1	201328774	121
chr1	201328775	122
chr1	201328776	123
