chr1	201328208	201328209	TNNT2	1
chr1	201328209	201328214	TNNT2	2
chr1	201328214	201328219	TNNT2	4
chr1	201328219	201328242	TNNT2	5
chr1	201328242	201328252	TNNT2	8
chr1	201328252	201328264	TNNT2	12
chr1	201328264	201328268	TNNT2	14
chr1	201328268	201328271	TNNT2	16
chr1	201328271	201328279	TNNT2	18
chr1	201328279	201328285	TNNT2	23
chr1	201328285	201328286	TNNT2	24
chr1	201328286	201328290	TNNT2	26
chr1	201328290	201328296	TNNT2	27
chr1	201328296	201328307	TNNT2	28
chr1	201328307	201328309	TNNT2	30
chr1	201328309	201328310	TNNT2	29
chr1	201328310	201328312	TNNT2	28
chr1	201328312	201328313	TNNT2	34
chr1	201328313	201328315	TNNT2	36
chr1	201328315	201328317	TNNT2	34
chr1	201328317	201328318	TNNT2	35
chr1	201328318	201328320	TNNT2	36
chr1	201328320	201328322	TNNT2	35
chr1	201328322	201328326	TNNT2	36
chr1	201328326	201328328	TNNT2	37
chr1	201328328	201328329	TNNT2	35
chr1	201328329	201328333	TNNT2	38
chr1	201328333	201328334	TNNT2	39
chr1	201328334	201328335	TNNT2	50
chr1	201328335	201328337	TNNT2	53
chr1	201328337	201328343	TNNT2	51
chr1	201328343	201328346	TNNT2	48
chr1	201328346	201328348	TNNT2	50
chr1	201328348	201328349	TNNT2	52
chr1	201328349	201328353	TNNT2	54
chr1	201328353	201328355	TNNT2	50
chr1	201328355	201328356	TNNT2	54
chr1	201328356	201328363	TNNT2	57
chr1	201328363	201328364	TNNT2	59
chr1	201328364	201328365	TNNT2	57
chr1	201328365	201328366	TNNT2	51
chr1	201328366	201328368	TNNT2	52
chr1	201328368	201328371	TNNT2	50
chr1	201328371	201328373	TNNT2	45
chr1	201328373	201328377	TNNT2	46
chr1	201328377	201328380	TNNT2	47
chr1	201328380	201328383	TNNT2	49
chr1	201328383	201328384	TNNT2	51
chr1	201328384	201328391	TNNT2	50
chr1	201328391	201328397	TNNT2	49
chr1	201328397	201328403	TNNT2	46
chr1	201328729	201328731	TNNT2	46
chr1	201328731	201328735	TNNT2	51
chr1	201328735	201328736	TNNT2	57
chr1	201328736	201328737	TNNT2	59
chr1	201328737	201328742	TNNT2	60
chr1	201328742	201328743	TNNT2	64
chr1	201328743	201328745	TNNT2	81
chr1	201328745	201328747	TNNT2	86
chr1	201328747	201328749	TNNT2	87
chr1	201328749	201328750	TNNT2	89
chr1	201328750	201328751	TNNT2	91
chr1	201328751	201328755	TNNT2	94
chr1	201328755	201328757	TNNT2	93
chr1	201328757	201328761	TNNT2	98
chr1	201328761	201328762	TNNT2	101
chr1	201328762	201328763	TNNT2	109
chr1	201328763	201328765	TNNT2	110
chr1	201328765	201328766	TNNT2	111
chr1	201328766	201328767	TNNT2	113
chr1	201328767	201328768	TNNT2	111
chr1	201328768	201328770	TNNT2	110
chr1	201328770	201328771	TNNT2	114
chr1	201328771	201328772	TNNT2	113
chr1	201328772	201328773	TNNT2	111
chr1	201328773	201328774	TNNT2	117
chr1	201328774	201328775	TNNT2	121
chr1	201328775	201328776	TNNT2	122
chr1	201328776	201328778	TNNT2	123
chr1	201328778	201328779	TNNT2	132
chr1	201328779	201328781	TNNT2	134
