chr11	-1	-1	MYBPC3	.
chr11	47353358	47353387	MYBPC3	3
chr11	47353387	47353392	MYBPC3	5
chr11	47353392	47353403	MYBPC3	7
chr11	47353403	47353409	MYBPC3	10
chr11	47353409	47353422	MYBPC3	12
chr11	47353422	47353429	MYBPC3	13
chr11	47353429	47353432	MYBPC3	14
chr11	47353432	47353434	MYBPC3	17
chr11	47353434	47353440	MYBPC3	19
chr11	47353440	47353446	MYBPC3	18
chr11	47353446	47353456	MYBPC3	17
chr11	47353547	47353629	MYBPC3	2
chr11	47353629	47353639	MYBPC3	1
chr11	47353639	47353641	MYBPC3	2
chr11	47353641	47353648	MYBPC3	3
chr11	47353648	47353667	MYBPC3	2
chr11	47353667	47353684	MYBPC3	3
chr11	47353684	47353694	MYBPC3	4
chr11	47353694	47353702	MYBPC3	6
chr11	47353702	47353710	MYBPC3	7
chr11	47353710	47353717	MYBPC3	8
chr11	47353717	47353725	MYBPC3	9
chr11	47353725	47353727	MYBPC3	11
chr11	47353727	47353737	MYBPC3	12
chr11	47353737	47353740	MYBPC3	11
chr11	47353740	47353756	MYBPC3	10
chr11	47353756	47353765	MYBPC3	11
chr11	47353765	47353766	MYBPC3	9
chr11	47353766	47353777	MYBPC3	8
chr11	47353777	47353785	MYBPC3	9
chr11	47353785	47353794	MYBPC3	8
chr11	47353794	47353803	MYBPC3	6
chr11	47353803	47353810	MYBPC3	5
chr11	47353810	47353818	MYBPC3	4
chr11	47353818	47353828	MYBPC3	3
chr11	47354088	47354135	MYBPC3	2
chr11	47354135	47354138	MYBPC3	3
chr11	47354138	47354153	MYBPC3	2
chr11	47354153	47354174	MYBPC3	3
chr11	47354174	47354176	MYBPC3	4
chr11	47354176	47354180	MYBPC3	6
chr11	47354180	47354181	MYBPC3	7
chr11	47354181	47354185	MYBPC3	9
chr11	47354185	47354186	MYBPC3	11
chr11	47354186	47354188	MYBPC3	13
chr11	47354188	47354236	MYBPC3	12
chr11	47354236	47354247	MYBPC3	9
chr11	47354247	47354253	MYBPC3	5
chr11	47354253	47354267	MYBPC3	4
chr11	47354267	47354272	MYBPC3	2
chr11	47354272	47354274	MYBPC3	4
chr11	47354304	47354352	MYBPC3	4
chr11	47354352	47354355	MYBPC3	5
chr11	47354355	47354373	MYBPC3	6
chr11	47354373	47354384	MYBPC3	5
chr11	47354384	47354388	MYBPC3	7
chr11	47354388	47354392	MYBPC3	9
chr11	47354392	47354396	MYBPC3	8
chr11	47354396	47354400	MYBPC3	7
chr11	47354400	47354410	MYBPC3	8
chr11	47354410	47354420	MYBPC3	10
chr11	47354420	47354422	MYBPC3	20
chr11	47354422	47354429	MYBPC3	21
chr11	47354429	47354441	MYBPC3	22
chr11	47354441	47354444	MYBPC3	23
chr11	47354444	47354453	MYBPC3	24
chr11	47354453	47354456	MYBPC3	23
chr11	47354456	47354461	MYBPC3	22
chr11	47354461	47354471	MYBPC3	20
chr11	47354471	47354472	MYBPC3	17
chr11	47354472	47354479	MYBPC3	16
chr11	47354479	47354484	MYBPC3	14
chr11	47354484	47354486	MYBPC3	12
chr11	47354486	47354489	MYBPC3	10
chr11	47354489	47354495	MYBPC3	8
chr11	47354495	47354501	MYBPC3	6
chr11	47354501	47354511	MYBPC3	5
chr11	47354511	47354530	MYBPC3	3
chr11	47354530	47354542	MYBPC3	2
chr11	47354542	47354545	MYBPC3	1
chr11	47354646	47354741	MYBPC3	1
chr11	47354741	47354747	MYBPC3	2
chr11	47354747	47354780	MYBPC3	1
chr11	47354780	47354791	MYBPC3	2
chr11	47354791	47354837	MYBPC3	3
chr11	47354837	47354841	MYBPC3	4
chr11	47354841	47354865	MYBPC3	3
chr11	47354865	47354879	MYBPC3	4
chr11	47354879	47354891	MYBPC3	3
chr11	47354891	47354937	MYBPC3	2
chr11	47355073	47355091	MYBPC3	6
chr11	47355091	47355098	MYBPC3	11
chr11	47355098	47355102	MYBPC3	12
chr11	47355102	47355103	MYBPC3	13
chr11	47355103	47355104	MYBPC3	14
chr11	47355104	47355107	MYBPC3	15
chr11	47355107	47355112	MYBPC3	14
chr11	47355112	47355114	MYBPC3	15
chr11	47355114	47355119	MYBPC3	17
chr11	47355119	47355120	MYBPC3	24
chr11	47355120	47355121	MYBPC3	25
chr11	47355121	47355124	MYBPC3	26
chr11	47355124	47355126	MYBPC3	34
chr11	47355126	47355128	MYBPC3	36
chr11	47355128	47355130	MYBPC3	35
chr11	47355130	47355132	MYBPC3	37
chr11	47355132	47355137	MYBPC3	36
chr11	47355137	47355159	MYBPC3	37
chr11	47355159	47355169	MYBPC3	36
chr11	47355169	47355171	MYBPC3	31
chr11	47355171	47355173	MYBPC3	29
chr11	47355173	47355174	MYBPC3	24
chr11	47355174	47355177	MYBPC3	23
chr11	47355177	47355187	MYBPC3	21
chr11	47355187	47355192	MYBPC3	23
chr11	47355192	47355203	MYBPC3	16
chr11	47355203	47355205	MYBPC3	15
chr11	47355205	47355210	MYBPC3	12
chr11	47355210	47355213	MYBPC3	13
chr11	47355213	47355218	MYBPC3	12
chr11	47355218	47355222	MYBPC3	10
chr11	47355222	47355225	MYBPC3	9
chr11	47355225	47355227	MYBPC3	6
chr11	47355227	47355263	MYBPC3	5
chr11	47355263	47355270	MYBPC3	6
chr11	47355270	47355288	MYBPC3	5
chr11	47355288	47355309	MYBPC3	3
chr11	47355309	47355338	MYBPC3	2
chr11	47355429	47355460	MYBPC3	5
chr11	47355460	47355464	MYBPC3	8
chr11	47355464	47355465	MYBPC3	10
chr11	47355465	47355470	MYBPC3	12
chr11	47355470	47355474	MYBPC3	13
chr11	47355474	47355475	MYBPC3	14
chr11	47355475	47355479	MYBPC3	15
chr11	47355479	47355481	MYBPC3	16
chr11	47355481	47355485	MYBPC3	17
chr11	47355485	47355489	MYBPC3	16
chr11	47355489	47355490	MYBPC3	21
chr11	47355490	47355499	MYBPC3	20
chr11	47355499	47355508	MYBPC3	22
chr11	47355508	47355511	MYBPC3	20
chr11	47355511	47355522	MYBPC3	19
chr11	47355522	47355527	MYBPC3	17
chr11	47355527	47355529	MYBPC3	16
chr11	47355529	47355530	MYBPC3	17
chr11	47355530	47355534	MYBPC3	16
chr11	47355534	47355561	MYBPC3	14
chr11	47355561	47355571	MYBPC3	13
chr11	47355571	47355573	MYBPC3	12
chr11	47355573	47355575	MYBPC3	10
chr11	47355575	47355580	MYBPC3	8
chr11	47355580	47355582	MYBPC3	7
chr11	47356574	47356587	MYBPC3	1
chr11	47356587	47356635	MYBPC3	2
chr11	47356635	47356636	MYBPC3	4
chr11	47356636	47356637	MYBPC3	5
chr11	47356637	47356646	MYBPC3	7
chr11	47356646	47356648	MYBPC3	8
chr11	47356648	47356654	MYBPC3	18
chr11	47356654	47356655	MYBPC3	19
chr11	47356655	47356661	MYBPC3	21
chr11	47356661	47356667	MYBPC3	23
chr11	47356667	47356675	MYBPC3	27
chr11	47356675	47356687	MYBPC3	26
