chr3	38591808	38591873	SCNSA	1
chr3	38591873	38591879	SCNSA	3
chr3	38591879	38591888	SCNSA	4
chr3	38591888	38591908	SCNSA	5
chr3	38591908	38591917	SCNSA	4
chr3	38591917	38591918	SCNSA	5
chr3	38591918	38591926	SCNSA	6
chr3	38591926	38591928	SCNSA	7
chr3	38591928	38591967	SCNSA	9
chr3	38591967	38591974	SCNSA	10
chr3	38591974	38591980	SCNSA	8
chr3	38591980	38591982	SCNSA	7
chr3	38591982	38591997	SCNSA	6
chr3	38591997	38592004	SCNSA	7
chr3	38592004	38592018	SCNSA	10
chr3	38592018	38592026	SCNSA	8
chr3	38592026	38592027	SCNSA	7
chr3	38592027	38592032	SCNSA	10
chr3	38592032	38592035	SCNSA	12
chr3	38592035	38592037	SCNSA	14
chr3	38592037	38592043	SCNSA	15
chr3	38592043	38592044	SCNSA	16
chr3	38592044	38592045	SCNSA	18
chr3	38592045	38592046	SCNSA	19
chr3	38592046	38592047	SCNSA	28
chr3	38592047	38592056	SCNSA	30
chr3	38592056	38592057	SCNSA	34
chr3	38592057	38592058	SCNSA	35
chr3	38592058	38592062	SCNSA	36
chr3	38592062	38592066	SCNSA	38
chr3	38592066	38592068	SCNSA	39
chr3	38592068	38592072	SCNSA	38
chr3	38592072	38592076	SCNSA	40
chr3	38592076	38592078	SCNSA	41
chr3	38592078	38592084	SCNSA	44
chr3	38592084	38592085	SCNSA	45
chr3	38592085	38592088	SCNSA	46
chr3	38592088	38592091	SCNSA	47
chr3	38592091	38592096	SCNSA	48
chr3	38592096	38592098	SCNSA	47
chr3	38592098	38592104	SCNSA	51
chr3	38592104	38592105	SCNSA	50
chr3	38592105	38592106	SCNSA	47
chr3	38592106	38592114	SCNSA	46
chr3	38592114	38592115	SCNSA	40
chr3	38592115	38592116	SCNSA	41
chr3	38592116	38592117	SCNSA	40
chr3	38592117	38592120	SCNSA	41
chr3	38592120	38592129	SCNSA	36
chr3	38592129	38592130	SCNSA	34
chr3	38592130	38592131	SCNSA	36
chr3	38592131	38592134	SCNSA	33
chr3	38592134	38592137	SCNSA	34
chr3	38592137	38592142	SCNSA	36
chr3	38592142	38592145	SCNSA	34
chr3	38592145	38592147	SCNSA	30
chr3	38592147	38592148	SCNSA	23
chr3	38592148	38592156	SCNSA	25
chr3	38592156	38592159	SCNSA	22
chr3	38592159	38592163	SCNSA	21
chr3	38592163	38592167	SCNSA	20
chr3	38592167	38592168	SCNSA	19
chr3	38592168	38592171	SCNSA	22
chr3	38592171	38592172	SCNSA	23
chr3	38592172	38592173	SCNSA	22
chr3	38592173	38592174	SCNSA	25
chr3	38592174	38592176	SCNSA	27
chr3	38592176	38592177	SCNSA	28
chr3	38592177	38592178	SCNSA	27
chr3	38592178	38592179	SCNSA	29
chr3	38592179	38592181	SCNSA	28
chr3	38592181	38592182	SCNSA	31
chr3	38592182	38592183	SCNSA	33
chr3	38592183	38592185	SCNSA	32
chr3	38592185	38592187	SCNSA	30
chr3	38592187	38592189	SCNSA	31
chr3	38592189	38592190	SCNSA	30
chr3	38592190	38592191	SCNSA	29
chr3	38592191	38592192	SCNSA	30
chr3	38592192	38592196	SCNSA	31
chr3	38592196	38592203	SCNSA	32
chr3	38592203	38592209	SCNSA	33
chr3	38592209	38592211	SCNSA	34
chr3	38592211	38592212	SCNSA	36
chr3	38592212	38592213	SCNSA	40
chr3	38592213	38592216	SCNSA	42
chr3	38592216	38592218	SCNSA	41
chr3	38592218	38592220	SCNSA	40
chr3	38592220	38592226	SCNSA	43
chr3	38592226	38592229	SCNSA	44
chr3	38592229	38592231	SCNSA	42
chr3	38592231	38592232	SCNSA	46
chr3	38592232	38592233	SCNSA	47
chr3	38592233	38592234	SCNSA	49
chr3	38592234	38592235	SCNSA	48
chr3	38592235	38592236	SCNSA	47
chr3	38592236	38592238	SCNSA	48
chr3	38592238	38592243	SCNSA	54
chr3	38592243	38592244	SCNSA	57
chr3	38592244	38592247	SCNSA	59
chr3	38592247	38592248	SCNSA	60
chr3	38592248	38592249	SCNSA	61
chr3	38592249	38592253	SCNSA	60
chr3	38592253	38592258	SCNSA	68
chr3	38592258	38592260	SCNSA	71
chr3	38592260	38592262	SCNSA	72
chr3	38592262	38592263	SCNSA	78
chr3	38592263	38592267	SCNSA	87
chr3	38592267	38592269	SCNSA	88
chr3	38592269	38592272	SCNSA	85
chr3	38592272	38592273	SCNSA	89
chr3	38592273	38592274	SCNSA	87
chr3	38592274	38592277	SCNSA	84
chr3	38592277	38592279	SCNSA	80
chr3	38592279	38592282	SCNSA	78
chr3	38592282	38592283	SCNSA	75
chr3	38592283	38592288	SCNSA	77
chr3	38592288	38592290	SCNSA	78
chr3	38592290	38592292	SCNSA	81
chr3	38592292	38592293	SCNSA	79
chr3	38592293	38592294	SCNSA	81
chr3	38592294	38592296	SCNSA	84
chr3	38592296	38592297	SCNSA	85
chr3	38592297	38592300	SCNSA	83
chr3	38592300	38592301	SCNSA	92
chr3	38592301	38592303	SCNSA	109
chr3	38592303	38592304	SCNSA	106
chr3	38592304	38592305	SCNSA	109
chr3	38592305	38592309	SCNSA	106
chr3	38592309	38592311	SCNSA	105
chr3	38592311	38592312	SCNSA	108
chr3	38592312	38592313	SCNSA	106
chr3	38592313	38592315	SCNSA	111
chr3	38592315	38592317	SCNSA	113
chr3	38592317	38592319	SCNSA	116
chr3	38592319	38592320	SCNSA	118
chr3	38592320	38592321	SCNSA	120
chr3	38592321	38592324	SCNSA	117
chr3	38592324	38592326	SCNSA	123
chr3	38592326	38592327	SCNSA	122
chr3	38592327	38592328	SCNSA	120
chr3	38592328	38592331	SCNSA	129
chr3	38592331	38592333	SCNSA	134
chr3	38592333	38592334	SCNSA	151
chr3	38592334	38592335	SCNSA	156
chr3	38592335	38592337	SCNSA	167
chr3	38592337	38592339	SCNSA	168
chr3	38592339	38592341	SCNSA	181
chr3	38592341	38592342	SCNSA	182
chr3	38592342	38592343	SCNSA	186
chr3	38592343	38592344	SCNSA	181
chr3	38592344	38592345	SCNSA	194
chr3	38592345	38592346	SCNSA	203
chr3	38592346	38592348	SCNSA	204
chr3	38592348	38592349	SCNSA	202
chr3	38592349	38592350	SCNSA	206
chr3	38592350	38592352	SCNSA	207
chr3	38592352	38592353	SCNSA	209
chr3	38592353	38592354	SCNSA	205
chr3	38592354	38592356	SCNSA	206
chr3	38592356	38592358	SCNSA	209
chr3	38592358	38592359	SCNSA	207
chr3	38592359	38592361	SCNSA	210
chr3	38592361	38592362	SCNSA	206
chr3	38592362	38592363	SCNSA	209
chr3	38592363	38592364	SCNSA	210
chr3	38592364	38592368	SCNSA	202
chr3	38592368	38592373	SCNSA	205
chr3	38592373	38592374	SCNSA	202
