chr3	38591808	1
chr3	38591809	1
chr3	38591810	1
chr3	38591811	1
chr3	38591812	1
chr3	38591813	1
chr3	38591814	1
chr3	38591815	1
chr3	38591816	1
chr3	38591817	1
chr3	38591818	1
chr3	38591819	1
chr3	38591820	1
chr3	38591821	1
chr3	38591822	1
chr3	38591823	1
chr3	38591824	1
chr3	38591825	1
chr3	38591826	1
chr3	38591827	1
chr3	38591828	1
chr3	38591829	1
chr3	38591830	1
chr3	38591831	1
chr3	38591832	1
chr3	38591833	1
chr3	38591834	1
chr3	38591835	1
chr3	38591836	1
chr3	38591837	1
chr3	38591838	1
chr3	38591839	1
chr3	38591840	1
chr3	38591841	1
chr3	38591842	1
chr3	38591843	1
chr3	38591844	1
chr3	38591845	1
chr3	38591846	1
chr3	38591847	1
chr3	38591848	1
chr3	38591849	1
chr3	38591850	1
chr3	38591851	1
chr3	38591852	1
chr3	38591853	1
chr3	38591854	1
chr3	38591855	1
chr3	38591856	1
chr3	38591857	1
chr3	38591858	1
chr3	38591859	1
chr3	38591860	1
chr3	38591861	1
chr3	38591862	1
chr3	38591863	1
chr3	38591864	1
chr3	38591865	1
chr3	38591866	1
chr3	38591867	1
chr3	38591868	1
chr3	38591869	1
chr3	38591870	1
chr3	38591871	1
chr3	38591872	1
chr3	38591873	3
chr3	38591874	3
chr3	38591875	3
chr3	38591876	3
chr3	38591877	3
chr3	38591878	3
chr3	38591879	4
chr3	38591880	4
chr3	38591881	4
chr3	38591882	4
chr3	38591883	4
chr3	38591884	4
chr3	38591885	4
chr3	38591886	4
chr3	38591887	4
chr3	38591888	5
chr3	38591889	5
chr3	38591890	5
chr3	38591891	5
chr3	38591892	5
chr3	38591893	5
chr3	38591894	5
chr3	38591895	5
chr3	38591896	5
chr3	38591897	5
chr3	38591898	5
chr3	38591899	5
chr3	38591900	5
chr3	38591901	5
chr3	38591902	5
chr3	38591903	5
chr3	38591904	5
chr3	38591905	5
chr3	38591906	5
chr3	38591907	5
chr3	38591908	4
chr3	38591909	4
chr3	38591910	4
chr3	38591911	4
chr3	38591912	4
chr3	38591913	4
chr3	38591914	4
chr3	38591915	4
chr3	38591916	4
chr3	38591917	5
chr3	38591918	6
chr3	38591919	6
chr3	38591920	6
chr3	38591921	6
chr3	38591922	6
chr3	38591923	6
chr3	38591924	6
chr3	38591925	6
chr3	38591926	7
chr3	38591927	7
chr3	38591928	9
chr3	38591929	9
chr3	38591930	9
chr3	38591931	9
chr3	38591932	9
chr3	38591933	9
chr3	38591934	9
chr3	38591935	9
chr3	38591936	9
chr3	38591937	9
chr3	38591938	9
chr3	38591939	9
chr3	38591940	9
chr3	38591941	9
chr3	38591942	9
chr3	38591943	9
chr3	38591944	9
chr3	38591945	9
chr3	38591946	9
chr3	38591947	9
chr3	38591948	9
chr3	38591949	9
chr3	38591950	9
chr3	38591951	9
chr3	38591952	9
chr3	38591953	9
chr3	38591954	9
chr3	38591955	9
chr3	38591956	9
chr3	38591957	9
chr3	38591958	9
chr3	38591959	9
chr3	38591960	9
chr3	38591961	9
chr3	38591962	9
chr3	38591963	9
chr3	38591964	9
chr3	38591965	9
chr3	38591966	9
chr3	38591967	10
chr3	38591968	10
chr3	38591969	10
chr3	38591970	10
chr3	38591971	10
chr3	38591972	10
chr3	38591973	10
chr3	38591974	8
chr3	38591975	8
chr3	38591976	8
chr3	38591977	8
chr3	38591978	8
chr3	38591979	8
chr3	38591980	7
chr3	38591981	7
chr3	38591982	6
chr3	38591983	6
chr3	38591984	6
chr3	38591985	6
chr3	38591986	6
chr3	38591987	6
chr3	38591988	6
chr3	38591989	6
chr3	38591990	6
chr3	38591991	6
